id,aptem_id,month,category,title,source_ref,reason
166237,4176,2026-03,reading+quiz,Q1 - Define Scope,la:80609:76631,Material 76631: original questions available but no saved learner answers
166238,4176,2026-03,reading+quiz,Q1-Define Scope,la:80609:120766,Material 120766: original questions available but no saved learner answers
159468,7999,2026-07,reading+quiz,Q3: Compliance Spotlight: The CAP Checklist for Social Media Promotions Material,la:125589:133062,Material 133062: original questions available but no saved learner answers
166242,3535,2025-12,reading+quiz,Q1: Internal Resources &amp; VRIO,la:80619:96539,Material 96539: original questions available but no saved learner answers
166243,3535,2025-12,reading+quiz,Q2: Aligning Capabilities &amp; Strategy,la:80619:96541,Material 96541: original questions available but no saved learner answers
166244,3535,2025-12,reading+quiz,Q3:Corporate Goals &amp; Marketing,la:80619:96543,Material 96543: original questions available but no saved learner answers
166245,3535,2025-12,reading+quiz,Q4: Managing Marketing Risk,la:80619:96547,Material 96547: original questions available but no saved learner answers
166246,3535,2025-12,reading+quiz,Q1: Introduction,la:80619:98791,Material 98791: original questions available but no saved learner answers
166247,3535,2025-12,reading+quiz,Q2:Factors Influencing Buyer,la:80619:98842,Material 98842: original questions available but no saved learner answers
166248,3535,2025-12,reading+quiz,Q3: The Consumer Decision Making,la:80619:98862,Material 98862: original questions available but no saved learner answers
166249,3535,2025-12,reading+quiz,Q1: B2B vs. B2C Customer Behaviour,la:80619:100909,Material 100909: original questions available but no saved learner answers
797,16001,2026-06,assignment,M.MI&P 1: Marketing Strategy and Planning - Assignment,,No active linked or referenced evidence document/reflection
166250,3535,2025-12,reading+quiz,Q2:Relationship Marketing and Customer Loyalty,la:80619:100910,Material 100910: original questions available but no saved learner answers
162823,9862,2026-02,reading+quiz,Q2-What is Project?,la:115249:50939,Material 50939: original questions available but no saved learner answers
162824,9862,2026-02,reading+quiz,Q3-PMI Code of Ethics and  Professional Conduct,la:115249:50963,Material 50963: original questions available but no saved learner answers
162825,9862,2026-02,reading+quiz,"Differences between Project, Program, and Portfolio Management",la:115249:50976,Material 50976: original questions available but no saved learner answers
171255,9862,2026-05,reading+quiz,Q1-Monitor and Control Schedule - Foundation to Intermediate,la:115249:125859,Material 125859: original questions available but no saved learner answers
155409,10083,2026-06,reading+quiz,Q1 -Distribution Channels &amp; The Role of Place in Marketing,la:109515:113694,Material 113694: original questions available but no saved learner answers
171256,3534,2025-11,reading+quiz,Q1: Stakeholder Engagement Overview,la:65983:74534,Material 74534: original questions available but no saved learner answers
171102,4316,2025-12,reading+quiz,Q1-2: Porter's Generic Strategies,la:80624:96663,Material 96663: original questions available but no saved learner answers
159482,4907,2026-07,reading+quiz,Session1- Q1-EVM purpose,la:136482:139705,Material 139705: original questions available but no saved learner answers
159483,4907,2026-07,reading+quiz,"Session1-Q2-EVM purpose, professional context and why budget-versus-actual is not enough",la:136482:139742,Material 139742: original questions available but no saved learner answers
159484,4907,2026-07,reading+quiz,"Session1-Q3-EVM purpose, professional context and why budget-versus-actual is not enough",la:136482:139760,Material 139760: original questions available but no saved learner answers
159485,4907,2026-07,reading+quiz,Quiz 1 : EVMS Foundations and Mandate,la:136482:141601,Material 141601: original questions available but no saved learner answers
159486,4907,2026-07,reading+quiz,"Quiz 2: Readiness, Maturity and Change",la:136482:141617,Material 141617: original questions available but no saved learner answers
159487,4907,2026-07,reading+quiz,Quiz 3 : Communication and Readiness Workshop,la:136482:141633,Material 141633: original questions available but no saved learner answers
171264,3534,2025-11,reading+quiz,Q2 - Define Scope Process,la:65983:76645,Material 76645: original questions available but no saved learner answers
166251,3535,2026-01,reading+quiz,Q1-The Marketing Information System (MIS).,la:80619:79448,Material 79448: original questions available but no saved learner answers
166252,3535,2026-01,reading+quiz,Q2-The Marketing Research Process.,la:80619:79459,Material 79459: original questions available but no saved learner answers
166253,3535,2026-01,reading+quiz,Q3-Turning Data into Insight.,la:80619:79470,Material 79470: original questions available but no saved learner answers
166254,3535,2026-01,reading+quiz,Q4- Evaluating Campaign Performance.,la:80619:79482,Material 79482: original questions available but no saved learner answers
166255,3535,2026-01,reading+quiz,Q1: Introduction: Why Primary Data?,la:80619:110976,Material 110976: original questions available but no saved learner answers
166256,3535,2026-01,reading+quiz,Q2: Focus Groups (Qualitative),la:80619:111001,Material 111001: original questions available but no saved learner answers
171257,3534,2025-11,reading+quiz,Q2: Stakeholder Engagement Identify,la:65983:74547,Material 74547: original questions available but no saved learner answers
153141,3487,2026-03,reading+quiz,Quiz 1 - plan scope management deep dive,la:80609:119710,Material 119710: original questions available but no saved learner answers
153142,3487,2026-03,reading+quiz,Quiz 2: plan scope management - deep dive,la:80609:119739,Material 119739: original questions available but no saved learner answers
166257,3535,2026-01,reading+quiz,Q3: Other Primary Data Collection Methods,la:80619:111018,Material 111018: original questions available but no saved learner answers
166258,3535,2026-01,reading+quiz,Q4: Ensuring Quality and Ethical Primary Research,la:80619:111035,Material 111035: original questions available but no saved learner answers
166259,3535,2026-01,reading+quiz,Q1-Introduction - What is Secondary Data?,la:80619:113374,Material 113374: original questions available but no saved learner answers
166260,3535,2026-01,reading+quiz,Q2-Advantages &amp; Limitations of Secondary Data,la:80619:113395,Material 113395: original questions available but no saved learner answers
171258,3534,2025-11,reading+quiz,Q3: Stakeholder Engagement Anaylsis,la:65983:74558,Material 74558: original questions available but no saved learner answers
171259,3534,2025-11,reading+quiz,Q1: Scope Management,la:65983:75443,Material 75443: original questions available but no saved learner answers
166261,3535,2026-01,reading+quiz,Q3-The Role of Secondary Data,la:80619:113413,Material 113413: original questions available but no saved learner answers
166262,3535,2026-01,reading+quiz,Q1- Mastering Marketing Impact &amp; The 7Ps,la:80619:114705,Material 114705: original questions available but no saved learner answers
166263,3535,2026-01,reading+quiz,Q2- Mastering Promotion and People,la:80619:114706,Material 114706: original questions available but no saved learner answers
171260,3534,2025-11,reading+quiz,Q2: Scope Planning,la:65983:75456,Material 75456: original questions available but no saved learner answers
171261,3534,2025-11,reading+quiz,Q1: Plan Scope Management,la:65983:75469,Material 75469: original questions available but no saved learner answers
166264,3535,2026-01,reading+quiz,Q3- Marketing Impact &amp; Strategy The Final Puzzle Pieces,la:80619:114707,Material 114707: original questions available but no saved learner answers
171263,3534,2025-11,reading+quiz,Q1 - Define Scope,la:65983:76631,Material 76631: original questions available but no saved learner answers
171265,3534,2025-11,reading+quiz,Q3 - Create WBS,la:65983:76718,Material 76718: original questions available but no saved learner answers
171266,3534,2025-11,reading+quiz,Q2 - Control Scope,la:65983:77806,Material 77806: original questions available but no saved learner answers
171267,3534,2025-11,reading+quiz,Q3. PMP Practice Question,la:65983:77708,Material 77708: original questions available but no saved learner answers
166265,3535,2026-02,reading+quiz,Q1-The Secret Life of Products,la:80619:115844,Material 115844: original questions available but no saved learner answers
166266,3535,2026-02,reading+quiz,Q2-Strategy From Birth to Branding,la:80619:115845,Material 115845: original questions available but no saved learner answers
166267,3535,2026-02,reading+quiz,Q3-Strategy Unwrapping the secrets of successful products,la:80619:115846,Material 115846: original questions available but no saved learner answers
166268,3535,2026-02,reading+quiz,Q1-Introduction-Common Pricing Objectives,la:80619:117254,Material 117254: original questions available but no saved learner answers
166269,3535,2026-02,reading+quiz,Q2-The Psychology of Pricing and Consumer Behaviour,la:80619:117255,Material 117255: original questions available but no saved learner answers
166270,3535,2026-02,reading+quiz,Q3-Price Elasticity of Demand,la:80619:117256,Material 117256: original questions available but no saved learner answers
166271,3535,2026-02,reading+quiz,Q1: What is Promotion,la:80619:118219,Material 118219: original questions available but no saved learner answers
171243,4841,2026-01,reading+quiz,Q1-Tactical &amp; Supporting Plans​,la:80621:110175,Material 110175: original questions available but no saved learner answers
171239,4841,2026-01,reading+quiz,Q1-What is Marketing Plan?,la:80621:108099,Material 108099: original questions available but no saved learner answers
171244,4841,2026-01,reading+quiz,Q2-Tactical Delivery Across Channels,la:80621:110223,Material 110223: original questions available but no saved learner answers
171247,4841,2026-01,reading+quiz,Q1-What Is Resource Planning?,la:80621:112234,Material 112234: original questions available but no saved learner answers
171248,4841,2026-01,reading+quiz,Q2-People &amp; Capability Planning,la:80621:112251,Material 112251: original questions available but no saved learner answers
177566,1763,2025-05,reading+quiz,"Q1-Safeguarding, and British Values + Quiz Chapter 1 + Chapter 1: Project Management/Control KSBs, Knowledge Areas, Domains, and Competences (ChPP)",rq:60702:55024:61139:60726,Material 55024: original questions available but no saved learner answers
177568,1763,2025-05,reading+quiz,Q2-What is Project? + Additional Reading: What is Project?,rq:60702:50939:61142,Material 50939: original questions available but no saved learner answers
166272,3535,2026-02,reading+quiz,Q2: What is Public Relations,la:80619:118220,Material 118220: original questions available but no saved learner answers
166273,3535,2026-02,reading+quiz,Q3: Ethical and Legal Considerations in Promotional Activities,la:80619:118221,Material 118221: original questions available but no saved learner answers
2628,964,2025-09,video,P3-Strategic Implications for Marketing Strategy and Competitive Positioning.,la:60591:76973,Material 76973: source content unavailable (login_or_home_redirect)
130762,4316,2025-12,assignment,Month 2 : Insights from Marketing Audits - LMS Activity,asg:33863,No active linked or referenced evidence document/reflection
159568,1332,2025-05,reading+quiz,P1-Quiz-Introduction,la:60591:62316,Material 62316: original questions available but no saved learner answers
159569,1332,2025-05,reading+quiz,Quiz-P2-Mapping Learning and KSB,la:60591:62338,Material 62338: original questions available but no saved learner answers
171274,3534,2025-12,reading+quiz,Q1: Cost Management Process,la:65983:81005,Material 81005: original questions available but no saved learner answers
171276,4316,2026-01,reading+quiz,Q1-What is Marketing Plan?,la:80624:108099,Material 108099: original questions available but no saved learner answers
171277,4316,2026-01,reading+quiz,Q2-Building the Marketing Plan Structure ​,la:80624:108133,Material 108133: original questions available but no saved learner answers
171268,3534,2025-12,reading+quiz,Q1 - Project Schedule Management,la:65983:79270,Material 79270: original questions available but no saved learner answers
171269,3534,2025-12,reading+quiz,Q2 - Plan Schedule Management and Define Activities,la:65983:79291,Material 79291: original questions available but no saved learner answers
3475,92,2024-11,reading+quiz,Business Environment Live Session,la:50559:51072,Material 51072: source content unavailable (http_error)
171270,3534,2025-12,reading+quiz,"Q3 - Project Scheduling: Sequence, Estimate, Develop, and Control",la:65983:79314,Material 79314: original questions available but no saved learner answers
171271,3534,2025-12,reading+quiz,"Q1: Critical Path, Float &amp; Scheduling Concepts",la:65983:80205,Material 80205: original questions available but no saved learner answers
171272,3534,2025-12,reading+quiz,Q2: Estimating Techniques and Critical Path Method,la:65983:80218,Material 80218: original questions available but no saved learner answers
171275,3534,2025-12,reading+quiz,"Q2: Estimation, Budgeting and Control",la:65983:81018,Material 81018: original questions available but no saved learner answers
157186,2800,2025-10,reading+quiz,Q1 - Project Schedule Management,la:60702:79270,Material 79270: original questions available but no saved learner answers
157195,2800,2025-11,reading+quiz,Quiz 1: Procurement Concepts and Contract Types,la:60702:85079,Material 85079: original questions available but no saved learner answers
171103,4316,2025-12,reading+quiz,Q3: Balancing Risk and Return,la:80624:96681,Material 96681: original questions available but no saved learner answers
171104,4316,2025-12,reading+quiz,Q1-Evaluating and Selecting Strategies,la:80624:98173,Material 98173: original questions available but no saved learner answers
171105,4316,2025-12,reading+quiz,Q2:Strategic Analysis &amp; Option Evaluation,la:80624:98201,Material 98201: original questions available but no saved learner answers
171106,4316,2025-12,reading+quiz,Q3-Selecting the Best Strategy,la:80624:98217,Material 98217: original questions available but no saved learner answers
171107,4316,2025-12,reading+quiz,Q4-Global Advertising &amp; Strategic Application,la:80624:98236,Material 98236: original questions available but no saved learner answers
171108,4316,2025-12,reading+quiz,Q1-Understanding What Strategic Objectives Are,la:80624:100684,Material 100684: original questions available but no saved learner answers
171109,4316,2025-12,reading+quiz,Q2-Frameworks for Setting Strategic Objectives),la:80624:100698,Material 100698: original questions available but no saved learner answers
171110,4316,2025-12,reading+quiz,Q3-Selecting the Best Objectives,la:80624:100699,Material 100699: original questions available but no saved learner answers
171111,4316,2025-12,reading+quiz,Q4-Applying Objectives Through Strategy &amp; Global Ads,la:80624:100711,Material 100711: original questions available but no saved learner answers
164707,1145,2025-11,reading+quiz,Q1: Defining Key Marketing Performance Metrics,la:80322:83407,Material 83407: original questions available but no saved learner answers
164708,1145,2025-11,reading+quiz,Q2 -The Product Lifecycle,la:80322:83416,Material 83416: original questions available but no saved learner answers
159570,1332,2025-05,reading+quiz,P3-Quiz-Defining Strategy and Marketing Strategy,la:60591:62359,Material 62359: original questions available but no saved learner answers
159571,1332,2025-05,reading+quiz,P4-Quiz-The scope  of Marketing strategy,la:60591:62380,Material 62380: original questions available but no saved learner answers
159572,1332,2025-05,reading+quiz,Quiz-Lecture 1,la:60591:60632,Material 60632: original questions available but no saved learner answers
159573,1332,2025-05,reading+quiz,َP1-Quiz-Marketing Led Strategic Management,la:60591:62401,Material 62401: original questions available but no saved learner answers
159574,1332,2025-05,reading+quiz,P2-Quiz-Contrasting Market Led,la:60591:63049,Material 63049: original questions available but no saved learner answers
159575,1332,2025-05,reading+quiz,P3-Quiz-The Impact of Market  Led,la:60591:62443,Material 62443: original questions available but no saved learner answers
159577,1332,2025-05,reading+quiz,P1-Quiz-Mapping Learning-16/5/2025,la:60591:63064,Material 63064: original questions available but no saved learner answers
171284,4316,2026-01,reading+quiz,Q1-What Is Resource Planning?,la:80624:112234,Material 112234: original questions available but no saved learner answers
171285,4316,2026-01,reading+quiz,Q2-People &amp; Capability Planning,la:80624:112251,Material 112251: original questions available but no saved learner answers
171286,4316,2026-01,reading+quiz,"P3-Budget, Tools &amp; Technology Planning",la:80624:112397,Material 112397: original questions available but no saved learner answers
171287,4316,2026-01,reading+quiz,"Q4-Risk, Governance &amp; Monitoring Resource Use",la:80624:112336,Material 112336: original questions available but no saved learner answers
171541,1698,2025-06,reading+quiz,Q3:Impact Mapping,la:60699:65727,Material 65727: original questions available but no saved learner answers
159590,1332,2025-05,reading+quiz,Quiz-Lecture 5,la:60591:62638,Material 62638: original questions available but no saved learner answers
171289,3534,2026-01,reading+quiz,Q1: Cost Management and Control Cost,la:65983:81760,Material 81760: original questions available but no saved learner answers
171290,3534,2026-01,reading+quiz,Q2: Earned Value Analysis (EVA),la:65983:81736,Material 81736: original questions available but no saved learner answers
171291,3534,2026-01,reading+quiz,Quiz: Easy - Earned Value Analysis (EVA) PMP Practice Questions,la:65983:59383,Material 59383: original questions available but no saved learner answers
166330,3273,2025-07,reading+quiz,"Q1-Safeguarding, and British Values",la:65983:55024,Material 55024: original questions available but no saved learner answers
166331,3273,2025-07,reading+quiz,Q1-Differences between Projects and Operations,la:65983:50950,Material 50950: original questions available but no saved learner answers
164709,1145,2025-11,reading+quiz,Q3 -Year on Year Trends &amp; Share of Voice,la:80322:83426,Material 83426: original questions available but no saved learner answers
164712,1145,2025-11,reading+quiz,Q3,la:80322:87253,Material 87253: original questions available but no saved learner answers
177596,1763,2025-05,reading+quiz,Organisation Structure + Q2: Organisation Structure,rq:60702:61401:61463,Material 61463: original questions available but no saved learner answers
171293,3534,2026-01,reading+quiz,Q1 - Project Resources Management,la:65983:83251,Material 83251: original questions available but no saved learner answers
171294,3534,2026-01,reading+quiz,Q2 - Plan Resource Management,la:65983:83728,Material 83728: original questions available but no saved learner answers
171295,3534,2026-01,reading+quiz,Quiz 1: Procurement Concepts and Contract Types,la:65983:85079,Material 85079: original questions available but no saved learner answers
157204,2800,2025-11,reading+quiz,Q4: Qualitative Risk Analysis Fundamentals,la:60702:95558,Material 95558: original questions available but no saved learner answers
164725,1145,2025-11,reading+quiz,Q1: Customer Behaviour and Interpretation,la:80322:91320,Material 91320: original questions available but no saved learner answers
164726,1145,2025-11,reading+quiz,Q2: Digital Behaviour Analytics,la:80322:91338,Material 91338: original questions available but no saved learner answers
159673,1761,2025-11,reading+quiz,Q1,la:78825:84055,Material 84055: original questions available but no saved learner answers
159674,1761,2025-11,reading+quiz,Q3,la:78825:84073,Material 84073: original questions available but no saved learner answers
166353,3273,2025-09,reading+quiz,Q1: Backlog Preparation and Refinement,la:65983:66530,Material 66530: original questions available but no saved learner answers
166354,3273,2025-09,reading+quiz,Q2-Definition of Ready (DoR),la:65983:66546,Material 66546: original questions available but no saved learner answers
166364,3273,2025-10,reading+quiz,Quiz 1: Team Work Management,la:65983:69568,Material 69568: original questions available but no saved learner answers
166365,3273,2025-10,reading+quiz,Quiz  2: Team Facilitator,la:65983:69632,Material 69632: original questions available but no saved learner answers
177637,3582,2025-12,reading+quiz,Q1-Introduction to Place and Distribution Channels,la:66861:97717,Material 97717: original questions available but no saved learner answers
177638,3582,2025-12,reading+quiz,Q2-E-commerce and Modern Distribution Approaches,la:66861:97734,Material 97734: original questions available but no saved learner answers
177639,3582,2025-12,reading+quiz,Q3-Practical Application of Distribution Strategies and Aligning Place with Marketing Strategy,la:66861:97766,Material 97766: original questions available but no saved learner answers
171307,3534,2026-02,reading+quiz,Quiz 1: Conduct Procurement,la:65983:90109,Material 90109: original questions available but no saved learner answers
171308,3534,2026-02,reading+quiz,"Quiz 2: Bid Documents, SOW/TOR, Selection Methods",la:65983:90111,Material 90111: original questions available but no saved learner answers
171309,3534,2026-02,reading+quiz,"Q5: Risk Tools, Risk Parameters &amp; Register Content",la:65983:95597,Material 95597: original questions available but no saved learner answers
171310,3534,2026-02,reading+quiz,Quiz 1: Intro to Quantitative Risk Analysis,la:65983:97263,Material 97263: original questions available but no saved learner answers
177612,3582,2025-10,reading+quiz,Q1-Introduction: Why Primary Data?,la:66861:80078,Material 80078: original questions available but no saved learner answers
166378,3273,2025-11,reading+quiz,Q1: Stakeholder Engagement Overview,la:65983:74534,Material 74534: original questions available but no saved learner answers
166379,3273,2025-11,reading+quiz,Q2: Stakeholder Engagement Identify,la:65983:74547,Material 74547: original questions available but no saved learner answers
166380,3273,2025-11,reading+quiz,Q3: Stakeholder Engagement Anaylsis,la:65983:74558,Material 74558: original questions available but no saved learner answers
177618,3582,2025-10,reading+quiz,Q1-Introduction.,la:66861:82805,Material 82805: original questions available but no saved learner answers
177619,3582,2025-10,reading+quiz,Q2-Influencing Marketing Objectives and Strategy.,la:66861:81924,Material 81924: original questions available but no saved learner answers
177620,3582,2025-10,reading+quiz,Q3-Campaign Planning – Insight at Every Stage.,la:66861:81937,Material 81937: original questions available but no saved learner answers
177621,3582,2025-10,reading+quiz,Q4-Being Strategically Agile.,la:66861:81951,Material 81951: original questions available but no saved learner answers
177622,3582,2025-10,reading+quiz,Q1-Understanding the 7Ps,la:66861:84232,Material 84232: original questions available but no saved learner answers
177623,3582,2025-10,reading+quiz,Q2-Textbook-Case Study — Price and Customer Loyalty,la:66861:84295,Material 84295: original questions available but no saved learner answers
171321,4002,2025-10,reading+quiz,Q1- What is Marketing?,la:80621:81231,Material 81231: original questions available but no saved learner answers
171322,4002,2025-10,reading+quiz,Q2- Why Planning Matters in Business Success,la:80621:81243,Material 81243: original questions available but no saved learner answers
171323,4002,2025-10,reading+quiz,Q3- The role of the Marketing Manager,la:80621:81256,Material 81256: original questions available but no saved learner answers
171324,4002,2025-10,reading+quiz,Q4-Final Summary,la:80621:81269,Material 81269: original questions available but no saved learner answers
177624,3582,2025-10,reading+quiz,Q3-Measuring Promotion,la:66861:84373,Material 84373: original questions available but no saved learner answers
177625,3582,2025-11,reading+quiz,Q2-What is a Product ?,la:66861:72204,Material 72204: original questions available but no saved learner answers
177626,3582,2025-11,reading+quiz,"Q3-Product Levels  Core, Actual, Augmented",la:66861:72233,Material 72233: original questions available but no saved learner answers
171325,4002,2025-10,reading+quiz,"Q1- Mission, Vision, and Values",la:80621:82338,Material 82338: original questions available but no saved learner answers
171326,4002,2025-10,reading+quiz,Q2- Commercial Imperatives and Strategic Direction,la:80621:82354,Material 82354: original questions available but no saved learner answers
171327,4002,2025-10,reading+quiz,P3- Linking Organisational Priorities to Marketing Strategy,la:80621:82375,Material 82375: original questions available but no saved learner answers
171328,4002,2025-10,reading+quiz,Q4- Closing &amp; Portfolio Assignment,la:80621:82394,Material 82394: original questions available but no saved learner answers
177627,3582,2025-11,reading+quiz,Q4-Product Life Cycle (PLC),la:66861:72256,Material 72256: original questions available but no saved learner answers
177628,3582,2025-11,reading+quiz,Q1- BCG Matrix &amp; portfolio,la:66861:93223,Material 93223: original questions available but no saved learner answers
177629,3582,2025-11,reading+quiz,Q2-packaging,la:66861:93253,Material 93253: original questions available but no saved learner answers
177630,3582,2025-11,reading+quiz,Q3-New product development,la:66861:93304,Material 93304: original questions available but no saved learner answers
177631,3582,2025-11,reading+quiz,Q1-Q2-Introduction to Pricing Strategies,la:66861:93455,Material 93455: original questions available but no saved learner answers
177632,3582,2025-11,reading+quiz,Q3-Pricing Models and Approaches,la:66861:93647,Material 93647: original questions available but no saved learner answers
166390,3273,2025-12,reading+quiz,Q1 - Project Schedule Management,la:65983:79270,Material 79270: original questions available but no saved learner answers
166391,3273,2025-12,reading+quiz,Q2 - Plan Schedule Management and Define Activities,la:65983:79291,Material 79291: original questions available but no saved learner answers
171329,4002,2025-11,reading+quiz,Q1- Macro Environment – PESTLE,la:80621:85411,Material 85411: original questions available but no saved learner answers
171330,4002,2025-11,reading+quiz,Q2- Understanding Industry Dynamics,la:80621:85429,Material 85429: original questions available but no saved learner answers
171331,4002,2025-11,reading+quiz,Q3- Market Trends and Disruptors,la:80621:85456,Material 85456: original questions available but no saved learner answers
171332,4002,2025-11,reading+quiz,Q1- Internal Audit Frameworks,la:80621:89408,Material 89408: original questions available but no saved learner answers
171333,4002,2025-11,reading+quiz,"Q3-Culture, Leadership, and Capabilities",la:80621:89430,Material 89430: original questions available but no saved learner answers
171334,4002,2025-11,reading+quiz,Q3-Identifying Resource Gaps,la:80621:89745,Material 89745: original questions available but no saved learner answers
171335,4002,2025-11,reading+quiz,Q1- Stakeholder Analysis,la:80621:91880,Material 91880: original questions available but no saved learner answers
171336,4002,2025-11,reading+quiz,Q2: Customer Behaviour - B2B vs B2C,la:80621:91900,Material 91900: original questions available but no saved learner answers
171337,4002,2025-11,reading+quiz,Q 3: Customer Journey Mapping,la:80621:92011,Material 92011: original questions available but no saved learner answers
171338,4002,2025-11,reading+quiz,Q1-Pulling Audit Findings Together,la:80621:94178,Material 94178: original questions available but no saved learner answers
171339,4002,2025-11,reading+quiz,Q2-SWOT Framework,la:80621:94258,Material 94258: original questions available but no saved learner answers
171340,4002,2025-11,reading+quiz,Q3-TOWS – Turning Analysis into Strategy,la:80621:94279,Material 94279: original questions available but no saved learner answers
177633,3582,2025-11,reading+quiz,Q4-Ethical Considerations in Psychological Pricing,la:66861:93684,Material 93684: original questions available but no saved learner answers
177634,3582,2025-11,reading+quiz,Q1-Introduction to Promotion &amp; Marketing Strategy,la:66861:95751,Material 95751: original questions available but no saved learner answers
177635,3582,2025-11,reading+quiz,Q2-The Rise of Digital and Social Media Marketin,la:66861:95799,Material 95799: original questions available but no saved learner answers
177636,3582,2025-11,reading+quiz,"Q3-Integration, Ethics, and Budgeting",la:66861:95844,Material 95844: original questions available but no saved learner answers
171341,4002,2025-12,reading+quiz,Q1-2: Porter's Generic Strategies,la:80621:96663,Material 96663: original questions available but no saved learner answers
171342,4002,2025-12,reading+quiz,Q3: Balancing Risk and Return,la:80621:96681,Material 96681: original questions available but no saved learner answers
166399,3273,2026-01,reading+quiz,Q1: Cost Management and Control Cost,la:65983:81760,Material 81760: original questions available but no saved learner answers
166400,3273,2026-01,reading+quiz,Q2: Earned Value Analysis (EVA),la:65983:81736,Material 81736: original questions available but no saved learner answers
166401,3273,2026-01,reading+quiz,Quiz: Easy - Earned Value Analysis (EVA) PMP Practice Questions,la:65983:59383,Material 59383: original questions available but no saved learner answers
166403,3273,2026-01,reading+quiz,Q1 - Project Resources Management,la:65983:83251,Material 83251: original questions available but no saved learner answers
171343,4002,2025-12,reading+quiz,Q1-Evaluating and Selecting Strategies,la:80621:98173,Material 98173: original questions available but no saved learner answers
171344,4002,2025-12,reading+quiz,Q2:Strategic Analysis &amp; Option Evaluation,la:80621:98201,Material 98201: original questions available but no saved learner answers
171345,4002,2025-12,reading+quiz,Q3-Selecting the Best Strategy,la:80621:98217,Material 98217: original questions available but no saved learner answers
171346,4002,2025-12,reading+quiz,Q4-Global Advertising &amp; Strategic Application,la:80621:98236,Material 98236: original questions available but no saved learner answers
171347,4002,2025-12,reading+quiz,Q1-Understanding What Strategic Objectives Are,la:80621:100684,Material 100684: original questions available but no saved learner answers
171348,4002,2025-12,reading+quiz,Q2-Frameworks for Setting Strategic Objectives),la:80621:100698,Material 100698: original questions available but no saved learner answers
171349,4002,2025-12,reading+quiz,Q3-Selecting the Best Objectives,la:80621:100699,Material 100699: original questions available but no saved learner answers
171350,4002,2025-12,reading+quiz,Q4-Applying Objectives Through Strategy &amp; Global Ads,la:80621:100711,Material 100711: original questions available but no saved learner answers
171351,4002,2026-02,reading+quiz,Q1-Implementation and Action Planning,la:80621:115776,Material 115776: original questions available but no saved learner answers
171352,4002,2026-02,reading+quiz,Q2-Creating a Detailed Timeline and Milestones,la:80621:115777,Material 115777: original questions available but no saved learner answers
171353,4002,2026-02,reading+quiz,Q3-Resource Allocation and Risk Management,la:80621:115793,Material 115793: original questions available but no saved learner answers
171354,4002,2026-02,reading+quiz,Q4 - Monitoring and Adjusting the Plan,la:80621:115809,Material 115809: original questions available but no saved learner answers
171355,4002,2026-02,reading+quiz,Q1-Why Monitoring and Measurement Matter?,la:80621:117128,Material 117128: original questions available but no saved learner answers
171356,4002,2026-02,reading+quiz,Q2-Developing a Measurement Framework,la:80621:117132,Material 117132: original questions available but no saved learner answers
159704,1761,2026-03,reading+quiz,"Q1 -Vision, Outcomes &amp; Benefits",la:115431:119020,Material 119020: original questions available but no saved learner answers
171357,4002,2026-02,reading+quiz,P3-Controlling and Adjusting the Plan,la:80621:117150,Material 117150: original questions available but no saved learner answers
171358,4002,2026-02,reading+quiz,P4-Real-Life Case Studies and Performance Optimisation,la:80621:117169,Material 117169: original questions available but no saved learner answers
171359,4002,2026-02,reading+quiz,Q1-From Strategy to Execution,la:80621:118065,Material 118065: original questions available but no saved learner answers
171360,4002,2026-02,reading+quiz,"Q2-Planning, Implementation &amp; Performance Measurement ​",la:80621:118103,Material 118103: original questions available but no saved learner answers
171361,4002,2026-02,reading+quiz,Q3-Portfolio Review &amp; Professional Discussion​,la:80621:118122,Material 118122: original questions available but no saved learner answers
156554,4110,2025-11,reading+quiz,P3- Linking Organisational Priorities to Marketing Strategy,la:80624:82375,Material 82375: original questions available but no saved learner answers
171362,4002,2026-03,reading+quiz,Q1-Definitions and why journeys matter (incl. organisational contexts).,la:118070:118169,Material 118169: original questions available but no saved learner answers
171363,4002,2026-03,reading+quiz,Q2- The seven customer benefits + mechanisms + levers,la:118070:118180,Material 118180: original questions available but no saved learner answers
171364,4002,2026-03,reading+quiz,Q3-Mapping methods + measurement + pitfalls + cases,la:118070:118195,Material 118195: original questions available but no saved learner answers
166416,3273,2026-02,reading+quiz,Quiz 1: Conduct Procurement,la:65983:90109,Material 90109: original questions available but no saved learner answers
166417,3273,2026-02,reading+quiz,"Quiz 2: Bid Documents, SOW/TOR, Selection Methods",la:65983:90111,Material 90111: original questions available but no saved learner answers
166418,3273,2026-02,reading+quiz,"Q5: Risk Tools, Risk Parameters &amp; Register Content",la:65983:95597,Material 95597: original questions available but no saved learner answers
171365,4002,2026-03,reading+quiz,Q1-Understanding Integrated Customer Journey Mapping in an Organisational Context,la:118070:118888,Material 118888: original questions available but no saved learner answers
171366,4002,2026-03,reading+quiz,Q2-Step-by-Step: Creating an Integrated Customer  Journey Map,la:118070:118906,Material 118906: original questions available but no saved learner answers
171367,4002,2026-03,reading+quiz,Q3-Applied Example: Personas + ACPRA Journey  for E-commerce Retail,la:118070:118907,Material 118907: original questions available but no saved learner answers
171368,4002,2026-03,reading+quiz,Q1-Defining and measuring service quality (SERVQUAL/RATER),la:118070:118928,Material 118928: original questions available but no saved learner answers
